stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
0419,"0419","MAGNOLIA & 19TH SW",,  33.791499,-118.198188,,,0
0420,"0420","MAGNOLIA & PCH SW",,  33.789534,-118.198180,,,0
0421,"0421","MAGNOLIA & 17TH SW",,  33.787655,-118.198202,,,0
0422,"0422","MAGNOLIA & 15TH SW",,  33.785566,-118.198194,,,0
0423,"0423","MAGNOLIA & 14TH SW",,  33.783833,-118.198157,,,0
0424,"0424","PACIFIC & SEVENTH NE",,  33.775698,-118.193600,,,0
0425,"0425","PACIFIC & NINTH NE",,  33.777891,-118.193668,,,0
0426,"0426","PACIFIC & TENTH NE",,  33.779226,-118.193661,,,0
0427,"0427","PACIFIC & ANAHEIM SE",,  33.782332,-118.193656,,,0
0429,"0429","PACIFIC & 14TH NE",,  33.784148,-118.193643,,,0
0430,"0430","PACIFIC & 15TH NE",,  33.785533,-118.193639,,,0
0431,"0431","PACIFIC & 16TH NE",,  33.787308,-118.193640,,,0
0432,"0432","PACIFIC & PCH NE",,  33.790204,-118.193627,,,0
0433,"0433","PACIFIC & 19TH NE",,  33.791924,-118.193605,,,0
0434,"0434","PACIFIC & 20TH NE",,  33.793716,-118.193635,,,0
0435,"0435","PACIFIC & 21ST NE",,  33.795510,-118.193633,,,0
0436,"0436","PACIFIC & HILL NE",,  33.797356,-118.193640,,,0
0437,"0437","PACIFIC & 23RD NE",,  33.799197,-118.193671,,,0
0438,"0438","PACIFIC & BURNETT NE",,  33.801027,-118.193659,,,0
0439,"0439","PACIFIC & 25TH NE",,  33.802827,-118.193636,,,0
0440,"0440","PACIFIC & WILLOW NE",,  33.804685,-118.193611,,,0
0441,"0441","PACIFIC & 27TH NE",,  33.806421,-118.193655,,,0
0442,"0442","PACIFIC & 28TH NE",,  33.808240,-118.193613,,,0
0443,"0443","PACIFIC & SPRING NE",,  33.811769,-118.193634,,,0
0445,"0445","PACIFIC & SPRING SW",,  33.811375,-118.193857,,,0
0446,"0446","PACIFIC & 29TH SW",,  33.809622,-118.193850,,,0
0447,"0447","PACIFIC & 28TH SW",,  33.807770,-118.193845,,,0
0448,"0448","PACIFIC & 27TH SW",,  33.805985,-118.193849,,,0
0449,"0449","PACIFIC & WILLOW NW",,  33.804588,-118.193851,,,0
0450,"0450","PACIFIC & 25TH SW",,  33.802398,-118.193859,,,0
0451,"0451","PACIFIC & BURNETT SW",,  33.800579,-118.193855,,,0
0452,"0452","PACIFIC & 23RD SW",,  33.798623,-118.193844,,,0
0453,"0453","PACIFIC & HILL SW",,  33.796949,-118.193837,,,0
0454,"0454","PACIFIC & 21ST SW",,  33.795152,-118.193859,,,0
0455,"0455","PACIFIC & 20TH SW",,  33.793322,-118.193842,,,0
0456,"0456","PACIFIC & 19TH SW",,  33.791539,-118.193834,,,0
0457,"0457","PACIFIC & PCH SW",,  33.789489,-118.193820,,,0
0458,"0458","PACIFIC & 16TH SW",,  33.786912,-118.193824,,,0
0459,"0459","PACIFIC & 15TH SW",,  33.785117,-118.193839,,,0
0460,"0460","PACIFIC & ANAHEIM SW",,  33.782488,-118.193846,,,0
0461,"0461","PACIFIC & TENTH SW",,  33.778803,-118.193854,,,0
0462,"0462","PACIFIC & NINTH SW",,  33.777561,-118.193838,,,0
0463,"0463","ANAHEIM & L.B. BLVD. SE",,  33.782549,-118.188298,,,0
0464,"0464","ANAHEIM & LINDEN SE",,  33.782554,-118.186439,,,0
0465,"0465","ANAHEIM & ATLANTIC SE",,  33.782557,-118.184721,,,0
0466,"0466","ANAHEIM & OLIVE SE",,  33.782555,-118.182648,,,0
0467,"0467","ANAHEIM & M.L. KING SE",,  33.782555,-118.180463,,,0
0468,"0468","ANAHEIM & ALAMITOS SE",,  33.782546,-118.177702,,,0
0469,"0469","ANAHEIM & ORANGE SE",,  33.782600,-118.176172,,,0
0470,"0470","ANAHEIM & HOFFMAN SE",,  33.782585,-118.173457,,,0
0471,"0471","ANAHEIM & WALNUT SE",,  33.782557,-118.171730,,,0
0472,"0472","ANAHEIM & ROSE SE",,  33.782552,-118.169634,,,0
0473,"0473","ANAHEIM & CHERRY SE",,  33.782563,-118.167425,,,0
0474,"0474","ANAHEIM & DAWSON SE",,  33.782602,-118.165260,,,0
0475,"0475","ANAHEIM & JUNIPERO SE",,  33.782572,-118.163069,,,0
0476,"0476","ANAHEIM & MOLINO SE",,  33.782578,-118.160808,,,0
0477,"0477","ANAHEIM & TEMPLE SE",,  33.782540,-118.157955,,,0
0478,"0478","ANAHEIM & ORIZABA SE",,  33.782583,-118.156507,,,0
0479,"0479","ANAHEIM & OBISPO SE",,  33.782539,-118.154299,,,0
0480,"0480","ANAHEIM & REDONDO SE",,  33.782531,-118.151999,,,0
0481,"0481","ANAHEIM & LOMA SE",,  33.782528,-118.149978,,,0
0482,"0482","ANAHEIM & MIRA MAR SE",,  33.782534,-118.147306,,,0
0483,"0483","ANAHEIM & TERMINO SE",,  33.782550,-118.145667,,,0
0484,"0484","ANAHEIM & ROSWELL SE",,  33.782531,-118.143505,,,0
0485,"0485","ANAHEIM & XIMENO SE",,  33.782547,-118.141156,,,0
0486,"0486","ANAHEIM & QUINCY SW",,  33.782522,-118.139665,,,0
0488,"0488","ANAHEIM & ARGONNE S",,  33.782520,-118.135993,,,0
0489,"0489","ANAHEIM & PCH NW",,  33.782617,-118.133255,,,0
0491,"0491","ANAHEIM & PARK NW",,  33.782662,-118.137398,,,0
0492,"0492","ANAHEIM & LEE NW",,  33.782650,-118.140182,,,0
0493,"0493","ANAHEIM & XIMENO NW",,  33.782678,-118.141874,,,0
0494,"0494","ANAHEIM & ROSWELL NW",,  33.782664,-118.144450,,,0
0495,"0495","ANAHEIM & TERMINO NW",,  33.782668,-118.146184,,,0
0496,"0496","ANAHEIM & MIRA MAR NW",,  33.782659,-118.148498,,,0
0497,"0497","ANAHEIM & LOMA NW",,  33.782684,-118.150851,,,0
0498,"0498","ANAHEIM & REDONDO NW",,  33.782659,-118.153404,,,0
0500,"0500","ANAHEIM & ORIZABA NW",,  33.782681,-118.157024,,,0
0501,"0501","ANAHEIM & TEMPLE NW",,  33.782659,-118.159360,,,0
0502,"0502","ANAHEIM & MOLINO NW",,  33.782676,-118.161391,,,0
0503,"0503","ANAHEIM & JUNIPERO NW",,  33.782656,-118.163763,,,0
0504,"0504","ANAHEIM & DAWSON NW",,  33.782703,-118.165751,,,0
0505,"0505","ANAHEIM & CHERRY NW",,  33.782716,-118.168179,,,0
0507,"0507","ANAHEIM & WALNUT NW",,  33.782702,-118.172418,,,0
0508,"0508","ANAHEIM & GUNDRY NW",,  33.782685,-118.174445,,,0
0509,"0509","ANAHEIM & ORANGE NW",,  33.782671,-118.176673,,,0
0510,"0510","ANAHEIM & ALAMITOS NW",,  33.782693,-118.178269,,,0
0511,"0511","ANAHEIM & M.L. KING NW",,  33.782703,-118.180954,,,0
0512,"0512","ANAHEIM & OLIVE NW",,  33.782711,-118.183043,,,0
0513,"0513","ANAHEIM & ATLANTIC NW",,  33.782701,-118.185469,,,0
0514,"0514","ANAHEIM & LINDEN NW",,  33.782716,-118.186969,,,0
0515,"0515","ANAHEIM RD. & LOS ALTOS SE",,  33.783359,-118.130841,,,0
0516,"0516","ANAHEIM RD. & LA PASADA SE",,  33.781490,-118.128600,,,0
0518,"0518","BELLFLOWER & ANAHEIM RD NE",,  33.779867,-118.122310,,,0
0520,"0520","SEVENTH & CHANNEL SE",,  33.775151,-118.118199,,,0
0521,"0521","SEVENTH & W. CAMPUS SE",,  33.775170,-118.114949,,,0
0522,"0522","ANAHEIM RD & STUDEBAKER NW",,  33.781602,-118.103036,,,0
0523,"0523","ANAHEIM RD & IROQUOIS NE",,  33.781635,-118.106333,,,0
0524,"0524","PALO VERDE & ANAHEIM RD NE",,  33.781851,-118.107919,,,0
0525,"0525","PALO VERDE & DELEON NE",,  33.784112,-118.107892,,,0
0526,"0526","PALO VERDE & RENDINA NE",,  33.787036,-118.107906,,,0
0527,"0527","ATHERTON & PALO VERDE SE",,  33.788597,-118.107408,,,0
0528,"0528","ATHERTON & IROQUOIS SE",,  33.788593,-118.105674,,,0
0529,"0529","ATHERTON & VUELTA GRANDE SE",,  33.788590,-118.102518,,,0
0530,"0530","ATHERTON & STUDEBAKER SW",,  33.788598,-118.099615,,,0
0531,"0531","BEACH DR. & DORMS S",,  33.781966,-118.120098,,,0
0532,"0532","BEACH DR & W. CAMPUS S",,  33.781973,-118.115731,,,0
0533,"0533","STUDEBAKER & DRISCOLL SW",,  33.785671,-118.100418,,,0
0534,"0534","STUDEBAKER & VUELTA GRANDE W",,  33.783559,-118.102334,,,0
0535,"0535","STUDEBAKER & ANAHEIM RD. SW",,  33.781209,-118.102795,,,0
0536,"0536","SEVENTH & CSULB SHELTER N",,  33.775418,-118.113554,,,0
0537,"0537","SEVENTH & V.A. HOSP. NW",,  33.775418,-118.119342,,,0
0538,"0538","PCH & ANAHEIM NW",,  33.782745,-118.132951,,,0
0540,"0540","BELLFLOWER & ANAHEIM RD NW",,  33.779523,-118.122530,,,0
0541,"0541","BELLFLOWER & ANAHEIM RD SW",,  33.779266,-118.122518,,,0
0542,"0542","ANAHEIM RD. & LA PASADA NW",,  33.781880,-118.128877,,,0
0543,"0543","LOS ALTOS & ANAHEIM RD. SW",,  33.783449,-118.131216,,,0
0544,"0544","LOS ALTOS & PCH NE",,  33.782958,-118.132380,,,0
0545,"0545","W. CAMPUS & LIBRARY West Side",,  33.777780,-118.115232,,,0
0546,"0546","L.B. BLVD. & PCH NE",,  33.790598,-118.189258,,,0
0547,"0547","L.B. BLVD. & 20TH NE",,  33.794300,-118.189236,,,0
0548,"0548","L.B. BLVD. & HILL NE",,  33.797721,-118.189267,,,0
0549,"0549","L.B. BLVD. & 23RD NE",,  33.799199,-118.189237,,,0
0550,"0550","L.B. BLVD. & BURNETT NE",,  33.800973,-118.189212,,,0
0551,"0551","L.B. BLVD. & 25TH NE",,  33.802789,-118.189223,,,0
0552,"0552","L.B. BLVD. & WILLOW NE",,  33.804675,-118.189200,,,0
0553,"0553","L.B. BLVD. & MEMORIAL HOSP. E",,  33.807538,-118.189266,,,0
0554,"0554","L.B. BLVD. & COLUMBIA NE",,  33.809151,-118.189329,,,0
0555,"0555","L.B. BLVD. & SPRING NE",,  33.811987,-118.189322,,,0
0556,"0556","L.B. BLVD. & 31ST NE",,  33.813705,-118.189204,,,0
0557,"0557","L.B. BLVD. & 32ND NE",,  33.815452,-118.189192,,,0
0558,"0558","L.B. BLVD. & WARDLOW NE",,  33.819280,-118.189237,,,0
0559,"0559","L.B. BLVD. & 36TH NE",,  33.822454,-118.189287,,,0
0560,"0560","L.B. BLVD. & BIXBY NE",,  33.826954,-118.189274,,,0
0561,"0561","L.B. BLVD. & ROOSEVELT NE",,  33.829219,-118.189276,,,0
0562,"0562","L.B. BLVD. & MARSHALL PL NE",,  33.830848,-118.189269,,,0
0563,"0563","L.B. BLVD. & CARSON SE",,  33.833640,-118.189302,,,0
0564,"0564","L.B. BLVD. & SAN ANTONIO NE",,  33.834943,-118.189428,,,0
0565,"0565","L.B. BLVD. & 44TH NE",,  33.837342,-118.190384,,,0
0566,"0566","L.B. BLVD. & 45TH SE",,  33.839251,-118.191014,,,0
0567,"0567","L.B. BLVD. & 46TH SE",,  33.842195,-118.192097,,,0
0568,"0568","L.B. BLVD. & 47TH SE",,  33.842894,-118.192340,,,0
0570,"0570","L.B. BLVD. & DEL AMO NE",,  33.847127,-118.193864,,,0
0571,"0571","L.B. BLVD. & 51ST SE",,  33.848729,-118.194496,,,0
0572,"0572","L.B. BLVD. & 52ND NE",,  33.850711,-118.195163,,,0
0573,"0573","L.B. BLVD. & 53RD NE",,  33.852647,-118.195869,,,0
0575,"0575","L.B. BLVD. & MARKET NE",,  33.854490,-118.196578,,,0
0577,"0577","L.B. BLVD. & ELLIS NE",,  33.857008,-118.197473,,,0
0582,"0582","ARTESIA & SUZANA SE",,  33.874180,-118.206774,,,0
0584,"0584","L.B. BLVD. & ARTESIA SW",,  33.873346,-118.202539,,,0
0585,"0585","L.B. BLVD. & BORT SW",,  33.870358,-118.201646,,,0
0587,"0587","L.B. BLVD. & HARCOURT SW",,  33.867708,-118.200845,,,0
0588,"0588","L.B. BLVD. & VICTORIA NW",,  33.865393,-118.200194,,,0
0589,"0589","L.B. BLVD. & ELLIS NW",,  33.856980,-118.197651,,,0
0591,"0591","L.B. BLVD. & MARKET SW",,  33.853797,-118.196534,,,0
0592,"0592","L.B. BLVD. & 53RD SW",,  33.852303,-118.195970,,,0
0593,"0593","L.B. BLVD. & 52ND NW",,  33.850332,-118.195258,,,0
0594,"0594","L.B. BLVD. & 51ST SW",,  33.848612,-118.194635,,,0
0595,"0595","L.B. BLVD. & DEL AMO SW",,  33.846336,-118.193816,,,0
0597,"0597","L.B. BLVD. & 47TH NW",,  33.842928,-118.192501,,,0
0598,"0598","L.B. BLVD. & 46TH SW",,  33.840714,-118.191699,,,0
0599,"0599","L.B. BLVD. & 45TH SW",,  33.839218,-118.191145,,,0
0600,"0600","L.B. BLVD. & 44TH NW",,  33.836872,-118.190356,,,0
0601,"0601","L.B. BLVD. & SAN ANTONIO SW",,  33.834220,-118.189435,,,0
0602,"0602","L.B. BLVD. & MARSHALL SW",,  33.830595,-118.189470,,,0
0603,"0603","L.B. BLVD. & ROOSEVELT SW",,  33.828790,-118.189416,,,0
0604,"0604","L.B. BLVD. & BIXBY SW",,  33.826339,-118.189463,,,0
0605,"0605","L.B. BLVD. & CAMERON SW",,  33.822967,-118.189387,,,0
0606,"0606","L.B. BLVD. & WARDLOW SW",,  33.818562,-118.189472,,,0
0607,"0607","L.B. BLVD. & 31ST SW",,  33.813047,-118.189496,,,0
0608,"0608","L.B. BLVD. & SPRING SW",,  33.811283,-118.189545,,,0
0609,"0609","L.B. BLVD. & COLUMBIA SW",,  33.808755,-118.189529,,,0
0610,"0610","L.B. BLVD. & MEMORIAL HOSP. W",,  33.806997,-118.189469,,,0
0611,"0611","L.B. BLVD. & WILLOW SW",,  33.804177,-118.189535,,,0
0612,"0612","L.B. BLVD. & 25TH SW",,  33.802276,-118.189511,,,0
0613,"0613","L.B. BLVD. & EAGLE NW",,  33.800166,-118.189526,,,0
0614,"0614","L.B. BLVD. & 23RD SW",,  33.798635,-118.189523,,,0
0615,"0615","L.B. BLVD. & HILL SW",,  33.796844,-118.189538,,,0
0616,"0616","L.B. BLVD. & 20TH NW",,  33.793593,-118.189527,,,0
0617,"0617","SEVENTH & L.B. BLVD. NW",,  33.775399,-118.189881,,,0
0618,"0618","ELM & 1ST NE",,  33.768234,-118.187592,,,0
0621,"0621","FOURTH & LINDEN SE",,  33.771693,-118.186083,,,0
0622,"0622","FOURTH & ATLANTIC SE",,  33.771643,-118.184733,,,0
0624,"0624","FOURTH & ALAMITOS SE",,  33.771668,-118.181071,,,0
0625,"0625","FOURTH & BONITO SE",,  33.771689,-118.179624,,,0
0626,"0626","GARFIELD & RICHFIELD (LAYOVER) E",,  33.901926,-118.168768,,,0
0627,"0627","FOURTH & ORANGE SE",,  33.771642,-118.176235,,,0
0629,"0629","FOURTH & WALNUT SE",,  33.771645,-118.171882,,,0
0631,"0631","FOURTH & CHERRY SE",,  33.771698,-118.167410,,,0
0632,"0632","FOURTH & JUNIPERO SE",,  33.771705,-118.164176,,,0
0633,"0633","FOURTH & WISCONSIN SE",,  33.771665,-118.161550,,,0
0634,"0634","FOURTH & TEMPLE SE",,  33.771633,-118.158810,,,0
0635,"0635","FOURTH & ORIZABA SE",,  33.771699,-118.156549,,,0
0637,"0637","FOURTH & REDONDO SE",,  33.771658,-118.152265,,,0
0639,"0639","FOURTH & GRAND SE",,  33.771636,-118.147958,,,0
0640,"0640","FOURTH & TERMINO SE",,  33.771683,-118.145658,,,0
0642,"0642","FOURTH & XIMENO SE",,  33.771663,-118.141286,,,0
0644,"0644","FOURTH & PARK SW",,  33.771632,-118.137350,,,0
0645,"0645","ROSECRANS & SPANE PARK SE",,  33.903542,-118.176720,,,0
0647,"0647","ROSECRANS & GARFIELD SE",,  33.903540,-118.168603,,,0
0648,"0648","SECOND & PARK SE",,  33.761454,-118.137814,,,0
0649,"0649","GARFIELD / RICHFIELD",,  33.901670,-118.168911,,,0
0650,"0650","SECOND & NIETO SE",,  33.760283,-118.135200,,,0
0652,"0652","SECOND & GLENDORA SE",,  33.759154,-118.132514,,,0
0653,"0653","SECOND & SANTA ANA SE",,  33.758647,-118.131299,,,0
0655,"0655","SECOND & VENETIA NW",,  33.757514,-118.126817,,,0
0657,"0657","SECOND & RAVENNA SE",,  33.756762,-118.122920,,,0
0658,"0658","SECOND & E. CAMPO SW",,  33.756409,-118.121018,,,0
0660,"0660","MARINA & STUDEBAKER SW",,  33.753012,-118.108277,,,0
0661,"0661","ALAMITOS BAY LANDING W",,  33.747623,-118.113660,,,0
0663,"0663","ALAMITOS BAY E",,  33.747795,-118.113307,,,0
0665,"0665","MAIN & PCH SW",,  33.744186,-118.102911,,,0
0666,"0666","ELECTRIC & MAIN NW",,  33.742934,-118.104179,,,0
0667,"0667","1ST AT PCH SW",,  33.749418,-118.106313,,,0
0668,"0668","COLORADO AT APPIAN WAY NE",,  33.769958,-118.134224,,,0
0669,"0669","ELECTRIC & SEVENTH NW",,  33.744434,-118.105391,,,0
0675,"0675","SECOND & MARINA NW",,  33.757500,-118.113786,,,0
0676,"0676","ROSECRANS & MOBILE HOME PARK NW",,  33.903736,-118.175649,,,0
0677,"0677","SECOND & RAVENNA NW",,  33.757084,-118.123589,,,0
0678,"0678","ROSECRANS & GARFIELD NW",,  33.903747,-118.169414,,,0
0679,"0679","SECOND & VENETIA SE",,  33.757731,-118.126909,,,0
0680,"0680","SECOND & SANTA ANA NW",,  33.758924,-118.131579,,,0
0681,"0681","SECOND & GLENDORA NW",,  33.759486,-118.132840,,,0
0682,"0682","GARFIELD & ROSECRANS SW",,  33.903209,-118.168912,,,0
0683,"0683","SECOND & NIETO NW",,  33.760569,-118.135385,,,0
0685,"0685","SECOND & PARK NW",,  33.761753,-118.138075,,,0
0688,"0688","FOURTH & PARK NW",,  33.771750,-118.137436,,,0
0690,"0690","FOURTH & XIMENO NW",,  33.771756,-118.141891,,,0
0692,"0692","FOURTH & TERMINO NW",,  33.771751,-118.146225,,,0
0693,"0693","FOURTH & GRAND NW",,  33.771762,-118.148307,,,0
0695,"0695","FOURTH & REDONDO NW",,  33.771773,-118.152690,,,0
0697,"0697","FOURTH & ORIZABA NW",,  33.771767,-118.157040,,,0
0698,"0698","FOURTH & TEMPLE NW",,  33.771773,-118.159168,,,0
0699,"0699","FOURTH & MOLINO NW",,  33.771781,-118.161399,,,0
0700,"0700","FOURTH & JUNIPERO NW",,  33.771754,-118.164699,,,0
0701,"0701","FOURTH & CHERRY NW",,  33.771772,-118.168026,,,0
0703,"0703","FOURTH & WALNUT NW",,  33.771785,-118.172244,,,0
0705,"0705","FOURTH & BONITO NW",,  33.771733,-118.179854,,,0
0706,"0706","FOURTH & ALAMITOS NW",,  33.771804,-118.181717,,,0
0708,"0708","FOURTH & ATLANTIC NW",,  33.771774,-118.185316,,,0
0709,"0709","FOURTH & LINDEN NW",,  33.771763,-118.186645,,,0
0711,"0711","SIXTH & L.B. BLVD. SE",,  33.774109,-118.188898,,,0
0712,"0712","SIXTH & ELM SE",,  33.774142,-118.187407,,,0
0713,"0713","ATLANTIC & SIXTH NE",,  33.774387,-118.184993,,,0
0714,"0714","ATLANTIC & SEVENTH NE",,  33.775734,-118.184999,,,0
0715,"0715","ATLANTIC & EIGHTH NE",,  33.776800,-118.185001,,,0
0717,"0717","ATLANTIC & TENTH NE",,  33.779262,-118.185004,,,0
0718,"0718","ATLANTIC & 11TH NE",,  33.781106,-118.184971,,,0
0719,"0719","ATLANTIC & ANAHEIM NE",,  33.782760,-118.184969,,,0
0720,"0720","ATLANTIC & NEW YORK NE",,  33.784964,-118.184964,,,0
0721,"0721","ATLANTIC & 16TH NE",,  33.787126,-118.184968,,,0
0722,"0722","ATLANTIC & PCH NE",,  33.789995,-118.184955,,,0
0724,"0724","ATLANTIC & 20TH NE",,  33.793732,-118.184973,,,0
0726,"0726","ATLANTIC & HILL NE",,  33.797365,-118.184971,,,0
0728,"0728","ATLANTIC & BURNETT NE",,  33.800945,-118.184966,,,0
0730,"0730","ATLANTIC & WILLOW NE",,  33.804756,-118.184918,,,0
0731,"0731","ATLANTIC & PATTERSON NE",,  33.807199,-118.184917,,,0
0732,"0732","ATLANTIC & COLUMBIA NE",,  33.809015,-118.184934,,,0
0733,"0733","ATLANTIC & 31ST NE",,  33.813552,-118.184925,,,0
0734,"0734","ATLANTIC & 33RD NE",,  33.817179,-118.184933,,,0
0735,"0735","ATLANTIC & WARDLOW NE",,  33.819001,-118.184913,,,0
0736,"0736","ATLANTIC & 36TH NE",,  33.822372,-118.184964,,,0
0737,"0737","ATLANTIC & 37TH NE",,  33.824507,-118.184959,,,0
0738,"0738","ATLANTIC & BIXBY SE",,  33.827393,-118.184935,,,0
0739,"0739","ATLANTIC & ROOSEVELT NE",,  33.829368,-118.184946,,,0
0740,"0740","ATLANTIC & CARSON NE",,  33.832155,-118.184926,,,0
0742,"0742","ATLANTIC & SAN ANTONIO NE",,  33.837722,-118.184872,,,0
0743,"0743","ATLANTIC & 45TH NE",,  33.840154,-118.184878,,,0
0744,"0744","ATLANTIC & 46TH NE",,  33.842989,-118.184864,,,0
0745,"0745","ATLANTIC & DEL AMO NE",,  33.845619,-118.184844,,,0
0746,"0746","ATLANTIC & 51ST NE",,  33.848677,-118.184804,,,0
0747,"0747","ATLANTIC & ATLN PLAZA NE",,  33.850692,-118.184786,,,0
0748,"0748","ATLANTIC & 53RD SE",,  33.852351,-118.184819,,,0
0749,"0749","ATLANTIC & MARKET NE",,  33.854470,-118.184837,,,0
0751,"0751","ATLANTIC & 56TH NE",,  33.858223,-118.184888,,,0
0752,"0752","ATLANTIC & SOUTH NE",,  33.860169,-118.184866,,,0
0753,"0753","ATLANTIC & 60TH NE",,  33.863785,-118.184894,,,0
0754,"0754","ATLANTIC & HARDING NE",,  33.867422,-118.185215,,,0
0755,"0755","ATLANTIC & ADAMS NE",,  33.870131,-118.185570,,,0
0756,"0756","ATLANTIC & JORDAN HS. E",,  33.871313,-118.185744,,,0
0759,"0759","ELM & 4TH SW",,  33.771583,-118.187757,,,0
0768,"0768","ATLANTIC & ARTESIA SW",,  33.874227,-118.186231,,,0
0769,"0769","ATLANTIC & JORDAN HS. W",,  33.871027,-118.185845,,,0
0770,"0770","ATLANTIC & ADAMS SW",,  33.869667,-118.185648,,,0
0771,"0771","ATLANTIC & HARDING SW",,  33.867131,-118.185339,,,0
0772,"0772","ATLANTIC & 60TH NW",,  33.863787,-118.185095,,,0
0773,"0773","ATLANTIC & SOUTH SW",,  33.859817,-118.185083,,,0
0774,"0774","ATLANTIC & 56TH SW",,  33.857857,-118.185072,,,0
0775,"0775","ATLANTIC & SOUTH NW",,  33.860187,-118.185091,,,0
0776,"0776","ATLANTIC & MARKET NW",,  33.854612,-118.185051,,,0
0777,"0777","ATLANTIC & 53RD SW",,  33.852227,-118.185036,,,0
0778,"0778","ATLANTIC & 52ND SW",,  33.850419,-118.185022,,,0
0779,"0779","ATLANTIC & 51ST SW",,  33.848498,-118.185048,,,0
0780,"0780","ATLANTIC & DEL AMO SW",,  33.844915,-118.185112,,,0
0781,"0781","ATLANTIC & 46TH SW",,  33.842438,-118.185092,,,0
0782,"0782","ATLANTIC & 45TH SW",,  33.839662,-118.185127,,,0
0783,"0783","ATLANTIC & SAN ANTONIO SW",,  33.836251,-118.185146,,,0
0784,"0784","ATLANTIC & BURLINGHALL SW",,  33.834094,-118.185164,,,0
0785,"0785","ATLANTIC & CARSON SW",,  33.831448,-118.185201,,,0
0786,"0786","ATLANTIC & ROOSEVELT SW",,  33.828719,-118.185192,,,0
0787,"0787","ATLANTIC & BIXBY SW",,  33.826508,-118.185118,,,0
0788,"0788","ATLANTIC & 37TH SW",,  33.823979,-118.185155,,,0
0789,"0789","ATLANTIC & 36TH SW",,  33.821965,-118.185160,,,0
0790,"0790","ATLANTIC & WARDLOW SW",,  33.818602,-118.185087,,,0
0791,"0791","ATLANTIC & 31ST NW",,  33.813670,-118.185188,,,0
0792,"0792","ATLANTIC & COLUMBIA SW",,  33.808677,-118.185177,,,0
0794,"0794","ATLANTIC & WILLOW SW",,  33.804072,-118.185131,,,0
0796,"0796","ATLANTIC & BURNETT SW",,  33.800546,-118.185067,,,0
0798,"0798","ATLANTIC & HILL SW",,  33.796839,-118.185171,,,0
0800,"0800","ATLANTIC & 20TH SW",,  33.793254,-118.185136,,,0
0802,"0802","ATLANTIC & PCH SW",,  33.789605,-118.185089,,,0
0803,"0803","ATLANTIC & 16TH SW",,  33.786755,-118.185132,,,0
0804,"0804","ATLANTIC & NEW YORK SW",,  33.784601,-118.185170,,,0
0805,"0805","ATLANTIC & TENTH SW",,  33.778627,-118.185167,,,0
0807,"0807","ATLANTIC & EIGHTH SW",,  33.776280,-118.185139,,,0
0808,"0808","SEVENTH & ATLANTIC NW",,  33.775400,-118.185538,,,0
0810,"0810","NEW YORK & ATLANTIC SE",,  33.784816,-118.184769,,,0
0811,"0811","NEW YORK & M.L. KING SE",,  33.784816,-118.180600,,,0
0812,"0812","NEW YORK & CERRITOS SW",,  33.784802,-118.178089,,,0
0813,"0813","ALAMITOS & 15TH NE",,  33.786434,-118.176695,,,0
0814,"0814","ORANGE & PCH NE",,  33.790104,-118.176326,,,0
0815,"0815","ORANGE & 19TH NE",,  33.791423,-118.176319,,,0
0816,"0816","ORANGE & 20TH NE",,  33.794740,-118.176254,,,0
0817,"0817","ORANGE & HILL NE",,  33.797438,-118.176279,,,0
0818,"0818","ORANGE & 23RD SE",,  33.798771,-118.176298,,,0
0819,"0819","ORANGE & BURNETT SE",,  33.800661,-118.176296,,,0
0820,"0820","ORANGE & WILLOW SE",,  33.803618,-118.176269,,,0
0822,"0822","ORANGE & 29TH SE",,  33.809669,-118.176239,,,0
0823,"0823","ORANGE & SPRING NE",,  33.812087,-118.176247,,,0
0824,"0824","ORANGE & 32ND NE",,  33.815527,-118.176317,,,0
0825,"0825","ORANGE & 33RD NE",,  33.817294,-118.176311,,,0
0826,"0826","ORANGE & WARDLOW NE",,  33.819129,-118.176318,,,0
0827,"0827","ORANGE & 36TH NE",,  33.822350,-118.176312,,,0
0828,"0828","ORANGE & 37TH NE",,  33.824441,-118.176290,,,0
0829,"0829","ORANGE & BIXBY NE",,  33.826977,-118.176272,,,0
0830,"0830","ORANGE & ROOSEVELT NE",,  33.830170,-118.176269,,,0
0831,"0831","ORANGE & CARSON NE",,  33.832780,-118.176248,,,0
0832,"0832","ORANGE & TEHACHAPI NE",,  33.836092,-118.176242,,,0
0833,"0833","ORANGE & GOLDFIELD NE",,  33.839276,-118.176235,,,0
0834,"0834","ORANGE & SAN ANTONIO NE",,  33.841933,-118.176261,,,0
0835,"0835","ORANGE & E. GOLDFIELD NE",,  33.844197,-118.176519,,,0
0836,"0836","ORANGE & DEL AMO NE",,  33.847283,-118.176815,,,0
0837,"0837","ORANGE & 52ND NE",,  33.850384,-118.177115,,,0
0839,"0839","ORANGE & MARKET NE",,  33.854671,-118.177203,,,0
0841,"0841","ORANGE & 56TH NE",,  33.857823,-118.177206,,,0
0842,"0842","ORANGE & SOUTH NE",,  33.860430,-118.177215,,,0
0843,"0843","ORANGE & HUNGERFORD NE",,  33.863032,-118.177263,,,0
0844,"0844","ORANGE & 61ST NE",,  33.865739,-118.177292,,,0
0845,"0845","ORANGE & HARDING NE",,  33.867577,-118.177309,,,0
